year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2020,Karnataka,Karnataka_D138,625.2,34.14,55.9,55.5,34.0,59.6,6.17,Rice,3137.1
2020,Uttar Pradesh,Uttar_D51,1090.0,22.74,62.2,125.3,49.0,34.8,,Maize,4446.1
2023,Uttar Pradesh,Uttar_D41,,25.34,90.8,,44.3,,6.78,Rice,4291.5
2021,West Bengal,West_D138,1436.7,,74.7,122.0,0.0,36.7,7.23,Rice,3630.8
2020,Assam,Assam_D102,870.5,31.61,71.7,109.2,5.5,12.1,7.4,Maize,4045.7
2023,Madhya Pradesh,Madhya_D59,546.7,36.26,74.0,43.8,10.1,34.6,5.3,Groundnut,2133.5
2020,West Bengal,West_D75,807.2,31.29,68.9,95.9,56.6,46.9,6.55,Oilseeds,2939.9
2021,Assam,Assam_D42,224.0,27.98,38.4,74.2,61.2,38.9,6.51,Cotton,1909.5
2022,Gujarat,Gujarat_D96,,,81.1,52.9,44.3,13.9,5.53,Wheat,4319.6
2021,Telangana,Telangana_D85,1080.2,22.95,80.1,110.6,,27.9,5.18,Millets,3397.4
2024,Jharkhand,Jharkhand_D106,752.9,26.6,72.8,45.5,57.7,9.2,5.28,Cotton,2248.8
2023,Karnataka,Karnataka_D56,659.8,23.14,59.7,84.7,24.3,45.0,5.14,Groundnut,3515.9
2021,Karnataka,Karnataka_D142,877.8,,96.7,167.4,20.8,62.6,5.79,Oilseeds,2778.7
2022,Haryana,Haryana_D64,792.3,21.13,62.9,90.2,0.0,50.3,6.68,Sugarcane,80595.6
2020,Kerala,Kerala_D4,1202.2,26.02,58.1,55.0,58.9,0.0,6.04,Oilseeds,3109.3
2023,Haryana,Haryana_D10,369.3,22.8,71.6,,34.6,44.1,5.45,Sugarcane,70065.0
2021,Chhattisgarh,Chhattisgarh_D6,1110.6,31.03,80.7,10.4,24.2,10.8,5.24,Maize,4384.8
2022,Odisha,Odisha_D135,881.5,27.68,,32.7,,0.0,6.03,Jute,3561.0
2021,Tamil Nadu,Tamil_D27,1073.7,26.88,78.6,68.3,23.4,97.4,6.23,Groundnut,3810.0
2024,Karnataka,Karnataka_D129,344.4,22.27,87.9,0.0,40.9,54.3,5.56,Millets,2903.0
2023,Tamil Nadu,Tamil_D102,1253.2,32.7,74.4,72.6,32.7,8.4,5.92,Jute,3318.9
2020,Tamil Nadu,Tamil_D125,1117.2,23.28,90.2,16.9,15.4,44.3,6.11,Sugarcane,75519.8
2022,Karnataka,Karnataka_D11,1569.3,25.38,77.6,74.8,5.2,48.6,7.07,Oilseeds,3335.4
2021,Tamil Nadu,Tamil_D41,566.9,26.98,68.8,77.1,50.2,25.9,6.12,Pulses,2660.9
2023,Andhra Pradesh,Andhra_D73,,29.15,63.4,96.9,0.0,49.9,5.63,Millets,
2021,Telangana,Telangana_D78,186.3,25.85,90.9,80.2,3.1,51.1,8.3,Maize,3123.4
2023,Punjab,Punjab_D7,570.6,32.75,79.9,46.9,11.3,0.0,5.45,Millets,2439.9
2024,Telangana,Telangana_D59,1473.7,27.22,65.2,36.2,15.6,0.0,6.78,Sugarcane,85946.2
2021,Punjab,Punjab_D64,1018.0,33.66,63.5,18.5,30.9,9.3,5.68,Cotton,1895.3
2024,Jharkhand,Jharkhand_D9,609.5,23.32,54.7,139.7,27.8,19.1,5.55,Wheat,4403.2
2022,Bihar,Bihar_D70,953.2,29.11,95.5,125.6,3.7,57.0,4.86,Sugarcane,82361.9
2024,Telangana,Telangana_D32,875.4,24.04,77.3,61.6,19.9,75.9,6.75,Rice,3324.3
2023,Haryana,Haryana_D97,150.0,26.38,92.1,81.1,50.8,52.9,5.58,Millets,2880.0
2022,Bihar,Bihar_D103,208.7,21.67,99.0,76.8,30.9,17.0,6.96,Cotton,2076.2
2021,Gujarat,Gujarat_D34,1342.7,32.5,98.2,136.6,41.5,29.0,6.2,Millets,3173.8
2021,Punjab,Punjab_D70,1194.6,32.5,64.0,62.3,2.9,1.2,6.33,Millets,2649.0
2023,Telangana,Telangana_D22,306.2,31.9,99.0,0.0,25.9,33.5,7.12,Sugarcane,
2020,Assam,Assam_D20,849.3,,81.6,103.9,44.4,38.2,7.27,Maize,4093.3
2020,Uttar Pradesh,Uttar_D19,613.7,37.98,52.7,13.0,31.8,97.2,6.68,Groundnut,1910.9
2021,Madhya Pradesh,Madhya_D130,,27.85,73.9,128.1,9.4,22.6,6.92,Wheat,5054.7
2023,Kerala,Kerala_D107,1079.0,33.75,71.8,34.9,37.5,61.3,,Wheat,4173.5
2020,West Bengal,West_D6,458.2,26.96,76.6,96.0,30.0,47.8,5.37,Pulses,2749.7
2024,Odisha,Odisha_D4,948.1,29.44,74.6,68.3,21.8,4.1,7.12,Sugarcane,76580.6
2021,Bihar,Bihar_D139,883.6,30.29,,70.0,40.4,33.9,6.42,Maize,4735.1
2024,Andhra Pradesh,Andhra_D39,884.7,19.75,59.6,107.0,12.4,10.6,6.62,Millets,3285.5
2023,Uttar Pradesh,Uttar_D25,696.0,26.55,74.9,86.0,23.9,86.6,6.26,Sugarcane,75524.5
2024,Odisha,Odisha_D101,909.9,26.11,63.8,61.5,25.6,53.0,6.65,Millets,3238.9
2020,Madhya Pradesh,Madhya_D50,559.7,26.9,73.1,65.8,45.6,6.7,6.13,Maize,4152.6
2020,Bihar,Bihar_D80,424.9,24.13,67.6,20.4,31.7,66.9,7.0,Groundnut,2995.9
2022,Gujarat,Gujarat_D83,401.4,27.66,64.0,86.6,19.8,73.3,6.91,Jute,3315.4
2021,Bihar,Bihar_D109,480.4,28.43,81.5,95.1,16.4,80.1,5.87,Millets,3122.9
2023,Gujarat,Gujarat_D132,1068.9,22.98,77.7,220.9,1.5,53.9,6.15,Wheat,5166.8
2021,Bihar,Bihar_D6,1079.8,27.15,76.5,87.2,13.9,40.2,6.61,Groundnut,3507.2
2024,Bihar,Bihar_D78,1484.2,26.01,63.5,74.6,28.8,47.4,5.0,Sugarcane,87319.4
2023,Karnataka,Karnataka_D71,808.6,31.82,78.8,31.4,0.0,42.5,5.83,Pulses,2318.2
2023,Assam,Assam_D118,1180.6,29.31,69.6,63.4,28.1,52.4,6.24,Wheat,4655.3
2020,Tamil Nadu,Tamil_D52,918.8,23.92,63.9,81.2,10.1,9.5,5.87,Wheat,4459.2
2024,Telangana,Telangana_D26,1019.8,30.91,85.2,35.9,47.3,71.5,6.47,Maize,4718.5
2020,Karnataka,Karnataka_D68,1223.3,26.79,82.4,110.6,25.5,30.9,5.52,Oilseeds,3177.3
2020,Haryana,Haryana_D148,,27.25,25.0,69.9,28.7,69.4,6.23,Millets,3097.1
2022,Odisha,Odisha_D121,943.4,23.31,38.0,109.2,8.8,29.0,5.06,Rice,3316.7
2020,Chhattisgarh,Chhattisgarh_D97,654.6,27.81,93.6,41.0,17.6,59.4,5.94,Oilseeds,2973.5
2021,Andhra Pradesh,Andhra_D75,1010.3,30.78,,91.3,24.9,81.2,6.22,Jute,3222.3
2023,Gujarat,Gujarat_D110,,26.04,50.3,70.5,38.3,53.3,5.57,Groundnut,3664.6
2020,Chhattisgarh,Chhattisgarh_D24,970.1,33.32,67.9,137.7,25.5,59.6,6.53,Millets,3013.2
2021,Tamil Nadu,Tamil_D57,741.9,30.61,74.0,81.8,18.9,59.3,,Wheat,4296.4
2024,Andhra Pradesh,Andhra_D105,1228.6,23.66,62.7,23.2,15.0,24.1,6.77,Sugarcane,80843.9
2023,Haryana,Haryana_D144,346.0,28.05,24.2,69.1,34.6,3.9,4.86,Groundnut,2585.3
2024,Karnataka,Karnataka_D72,756.0,21.49,72.3,2.0,24.8,,6.85,Millets,2953.1
2021,Madhya Pradesh,Madhya_D124,507.7,23.13,97.0,93.5,5.2,43.8,6.92,Wheat,4598.2
2024,Uttar Pradesh,Uttar_D73,851.4,20.04,49.4,142.4,34.6,75.3,6.81,Groundnut,3520.8
2024,Andhra Pradesh,Andhra_D137,1398.6,20.58,94.7,90.7,66.3,75.8,5.94,Maize,
2024,Chhattisgarh,Chhattisgarh_D130,1156.4,25.81,65.8,92.3,21.3,11.9,5.99,Millets,3497.9
2020,Haryana,Haryana_D63,152.8,,96.8,97.3,35.0,2.4,5.99,Wheat,4260.0
2020,Chhattisgarh,Chhattisgarh_D98,652.5,27.91,79.4,40.1,,49.3,6.48,Groundnut,3202.9
2020,Madhya Pradesh,Madhya_D5,300.4,23.41,61.8,45.9,30.6,32.8,5.76,Sugarcane,70336.3
2023,Haryana,Haryana_D128,1323.3,30.33,79.5,103.6,65.6,10.9,5.54,Oilseeds,3107.4
2021,West Bengal,West_D101,667.0,26.15,,69.7,5.6,0.0,5.87,Cotton,2319.9
2020,Madhya Pradesh,Madhya_D96,930.4,28.24,48.1,174.9,34.8,57.6,6.95,Oilseeds,2982.1
2024,Bihar,Bihar_D140,949.6,,71.7,145.0,30.4,30.0,5.25,Wheat,3843.5
2024,Telangana,Telangana_D28,982.3,27.01,85.5,46.0,2.3,,6.89,Millets,3432.7
2024,Madhya Pradesh,Madhya_D116,150.0,30.15,64.9,47.5,39.2,59.0,5.55,Maize,3697.9
2024,Chhattisgarh,Chhattisgarh_D58,1044.5,17.89,50.3,18.7,0.0,48.6,7.66,Cotton,1909.5
2022,Tamil Nadu,Tamil_D148,680.6,27.13,99.0,45.8,43.6,,7.29,Pulses,2874.4
2023,Madhya Pradesh,Madhya_D7,1238.3,23.84,42.9,68.5,24.5,7.3,7.54,Cotton,2225.6
2021,West Bengal,West_D102,981.1,33.16,65.3,92.8,32.0,80.2,5.63,Rice,3512.6
2021,Bihar,Bihar_D60,1152.7,21.85,68.9,74.5,37.5,71.6,6.51,Rice,3755.4
2020,Madhya Pradesh,Madhya_D115,608.7,,99.0,172.0,0.0,46.1,5.76,Groundnut,2591.4
2022,Tamil Nadu,Tamil_D95,448.4,32.17,36.6,121.9,41.6,0.0,5.71,Millets,2737.1
2021,Odisha,Odisha_D123,1256.1,27.45,69.8,102.2,39.7,,6.68,Sugarcane,79748.1
2023,Uttar Pradesh,Uttar_D145,1125.4,21.26,60.4,103.6,,0.0,6.03,Jute,3391.4
2024,Madhya Pradesh,Madhya_D28,988.9,25.16,,,44.7,1.1,6.45,Rice,3396.6
2020,Bihar,Bihar_D80,988.3,29.74,93.5,0.0,63.3,54.3,6.2,Wheat,4515.7
2023,Gujarat,Gujarat_D86,1068.3,,55.4,79.1,63.8,26.2,5.31,Millets,3364.6
2021,Bihar,Bihar_D37,383.1,22.61,51.1,120.4,67.3,69.5,6.86,Millets,3244.1
2022,Odisha,Odisha_D22,,31.43,,56.9,0.4,26.3,7.37,Jute,3141.6
2020,Karnataka,Karnataka_D25,838.4,26.62,72.5,97.4,25.8,23.2,7.56,Jute,3078.5
2021,Punjab,Punjab_D144,849.8,28.13,69.6,113.4,32.3,7.3,5.68,Rice,3546.2
2020,Jharkhand,Jharkhand_D44,732.8,30.98,,126.3,28.9,0.0,5.4,Sugarcane,77149.3
2021,West Bengal,West_D54,150.0,30.53,62.0,57.1,49.7,75.3,,Pulses,2265.8
2024,Telangana,Telangana_D126,1130.1,31.32,91.3,70.5,3.5,64.8,6.24,Rice,3645.1
2022,Punjab,Punjab_D64,500.6,29.79,40.5,63.2,,,8.03,Rice,2593.6
2024,Haryana,Haryana_D22,943.2,24.32,88.2,48.0,22.2,5.7,6.17,Pulses,2868.7
2021,Kerala,Kerala_D37,571.9,26.83,49.0,87.0,33.3,21.9,6.93,Rice,3380.4
2023,Haryana,Haryana_D104,762.6,32.4,86.1,29.7,30.7,0.0,6.03,Maize,4367.0
2024,Gujarat,Gujarat_D122,740.3,21.6,82.2,139.9,35.6,41.7,6.03,Sugarcane,79818.5
2023,Uttar Pradesh,Uttar_D134,562.7,22.49,,75.5,40.9,64.5,5.38,Oilseeds,3084.7
2021,Gujarat,Gujarat_D146,809.6,29.16,,70.6,46.1,15.9,6.73,Millets,3002.7
2022,Andhra Pradesh,Andhra_D60,707.6,26.64,63.6,4.8,42.2,0.0,5.88,Jute,3170.4
2023,Jharkhand,Jharkhand_D16,483.8,20.3,72.8,23.3,25.2,30.5,6.26,Wheat,4726.2
2021,Karnataka,Karnataka_D127,1369.1,29.8,86.9,126.9,22.9,12.1,7.16,Sugarcane,78994.6
2023,Kerala,Kerala_D65,579.4,28.81,65.2,250.0,20.1,21.6,5.25,Maize,4197.6
2024,Chhattisgarh,Chhattisgarh_D106,1124.8,37.54,62.3,114.7,59.0,63.9,6.07,Oilseeds,2202.8
2021,Bihar,Bihar_D80,1167.3,27.78,69.4,67.8,5.3,14.9,6.56,Rice,3516.5
2024,Andhra Pradesh,Andhra_D87,1269.6,35.48,66.1,50.5,,39.6,6.33,Oilseeds,2365.3
2020,Chhattisgarh,Chhattisgarh_D39,681.8,30.93,67.6,28.2,26.5,42.3,5.33,Groundnut,2819.7
2021,Odisha,Odisha_D10,820.5,19.47,94.8,8.9,83.3,44.7,6.09,Cotton,2321.9
2023,Telangana,Telangana_D83,832.9,27.12,58.4,95.0,7.8,20.1,7.41,Groundnut,3257.0
2020,Andhra Pradesh,Andhra_D145,1110.9,26.74,88.9,84.2,7.5,45.8,6.37,Sugarcane,80988.3
2024,Odisha,Odisha_D105,803.1,26.64,83.9,45.2,68.1,27.3,5.87,Rice,3706.3
2024,Tamil Nadu,Tamil_D2,1083.4,23.54,48.4,77.1,15.5,16.4,5.9,Maize,4024.7
2023,Tamil Nadu,Tamil_D69,797.7,30.21,59.3,89.7,34.8,53.7,6.63,Groundnut,3418.5
2020,West Bengal,West_D54,1346.9,25.62,69.2,1.8,0.0,16.3,7.26,Millets,2937.1
2022,Punjab,Punjab_D144,895.3,31.7,69.1,125.2,30.5,66.1,7.31,Groundnut,2913.7
2023,Punjab,Punjab_D126,847.2,31.12,62.0,145.4,22.2,22.1,5.73,Millets,3063.6
2024,Tamil Nadu,Tamil_D140,1035.8,26.04,85.2,,35.8,35.1,7.49,Rice,3504.6
2021,Odisha,Odisha_D128,1554.2,24.57,73.0,168.6,22.6,0.0,6.23,Maize,4354.4
2020,Assam,Assam_D81,657.9,24.77,71.1,107.4,22.7,21.4,6.89,Maize,4289.4
2022,Odisha,Odisha_D61,1315.8,27.11,89.4,154.6,59.5,0.0,6.79,Cotton,2570.2
2021,West Bengal,West_D83,573.0,28.29,,71.6,50.6,64.3,7.12,Pulses,2649.9
2020,Gujarat,Gujarat_D119,917.5,25.21,61.3,125.4,33.9,0.0,7.57,Wheat,
2023,Chhattisgarh,Chhattisgarh_D124,582.1,25.34,64.2,92.7,56.6,67.0,7.18,Millets,
2023,Karnataka,Karnataka_D132,751.5,28.14,49.1,44.4,52.4,63.4,6.63,Wheat,4328.5
2020,Karnataka,Karnataka_D143,628.6,31.13,69.7,114.0,50.1,14.5,7.13,Millets,2705.1
2022,Uttar Pradesh,Uttar_D21,,27.97,79.4,128.0,65.3,9.7,5.58,Oilseeds,3210.7
2020,Chhattisgarh,Chhattisgarh_D27,701.1,26.89,51.0,83.1,,19.9,5.09,Wheat,3811.5
2021,Tamil Nadu,Tamil_D109,1112.1,27.95,54.3,76.7,45.6,16.0,,Groundnut,3655.7
2021,Gujarat,Gujarat_D20,689.3,19.82,70.6,131.6,43.9,38.8,5.58,Jute,3564.9
2023,Karnataka,Karnataka_D97,897.8,26.07,75.1,33.7,17.3,24.1,6.2,Groundnut,3506.1
2020,Chhattisgarh,Chhattisgarh_D33,1483.0,21.97,66.3,50.2,37.1,41.1,6.61,Groundnut,3536.3
2023,Odisha,Odisha_D4,601.8,24.82,64.1,,39.9,31.7,6.09,Oilseeds,2857.9
2022,Punjab,Punjab_D42,609.4,23.34,90.2,65.3,42.4,76.3,,Groundnut,3401.1
2021,Jharkhand,Jharkhand_D134,801.5,23.29,61.3,28.6,4.7,60.4,7.11,Cotton,2308.0
2024,Assam,Assam_D32,893.0,23.06,,33.9,0.0,18.0,6.13,Cotton,2381.0
2024,Gujarat,Gujarat_D43,1148.3,36.3,61.5,113.3,33.7,55.3,6.37,Maize,4250.5
2020,Odisha,Odisha_D51,917.2,26.77,77.8,62.6,30.4,13.9,6.84,Jute,3712.0
2020,Kerala,Kerala_D113,998.1,31.82,61.2,0.6,43.8,9.0,5.93,Groundnut,3027.0
2024,Uttar Pradesh,Uttar_D30,438.3,30.04,,84.6,40.0,52.7,6.3,Pulses,2626.9
2020,Telangana,Telangana_D10,1020.6,29.75,60.5,108.9,30.6,73.8,4.83,Maize,4407.3
2021,Andhra Pradesh,Andhra_D109,1031.3,29.18,80.9,114.5,0.9,59.7,5.16,Oilseeds,2984.2
2022,Bihar,Bihar_D127,1168.6,35.34,94.4,166.9,18.6,,7.2,Wheat,3651.7
2022,Kerala,Kerala_D44,768.7,28.71,71.5,65.1,31.6,80.7,7.46,Jute,3164.2
2023,Madhya Pradesh,Madhya_D135,897.3,19.88,54.3,63.0,25.5,50.5,5.22,Wheat,4185.2
2021,West Bengal,West_D125,1182.5,26.3,79.4,110.0,23.9,35.2,5.85,Groundnut,3891.2
2020,Bihar,Bihar_D36,476.5,22.81,92.1,82.0,,,7.42,Wheat,4334.6
2020,West Bengal,West_D141,182.0,21.4,83.1,71.9,37.8,13.0,6.43,Jute,2961.0
2023,Bihar,Bihar_D108,456.4,28.73,49.3,,60.0,35.5,6.25,Oilseeds,2768.4
2023,Jharkhand,Jharkhand_D103,644.3,18.7,60.8,102.3,28.6,68.4,6.93,Jute,3275.1
2020,Tamil Nadu,Tamil_D3,1329.0,27.43,57.8,109.3,46.4,29.5,7.53,Groundnut,3200.1
2020,Andhra Pradesh,Andhra_D76,,20.41,70.9,87.9,30.8,62.7,6.42,Millets,3883.5
2021,Tamil Nadu,Tamil_D31,536.2,26.3,78.6,11.2,17.3,102.9,5.46,Millets,2946.7
2023,Bihar,Bihar_D112,,30.11,86.7,99.6,22.8,2.2,6.38,Wheat,4682.8
2021,Jharkhand,Jharkhand_D76,689.3,24.39,76.0,0.0,28.3,5.4,7.07,Groundnut,3135.1
2020,Assam,Assam_D70,1092.5,22.27,92.7,55.1,,88.7,7.22,Millets,3518.6
2024,Bihar,Bihar_D134,1012.0,25.64,97.7,58.8,26.4,107.6,4.63,Millets,3335.4
2024,Punjab,Punjab_D83,549.4,29.48,91.5,55.3,49.7,15.9,6.71,Millets,3324.4
2020,Chhattisgarh,Chhattisgarh_D96,651.5,28.21,59.9,118.8,20.0,28.1,6.75,Rice,3487.8
2023,Haryana,Haryana_D145,842.8,26.71,80.5,43.8,3.6,69.2,5.99,Maize,4162.0
2024,Haryana,Haryana_D43,1392.1,23.65,78.2,144.3,38.3,86.5,7.47,Groundnut,3563.4
2023,Karnataka,Karnataka_D37,638.5,25.37,98.4,34.9,37.1,50.7,6.5,Groundnut,3554.0
2024,Telangana,Telangana_D75,279.5,29.76,99.0,124.0,33.0,44.5,6.58,Oilseeds,2818.2
2023,Jharkhand,Jharkhand_D134,1421.2,26.47,64.4,,38.8,0.0,6.34,Wheat,5031.4
2024,Tamil Nadu,Tamil_D53,1098.9,27.97,73.6,25.2,7.7,24.5,6.07,Maize,4396.3
2023,Andhra Pradesh,Andhra_D96,434.8,25.56,72.2,61.8,28.7,19.6,6.36,Sugarcane,66704.7
2021,Assam,Assam_D133,1022.5,22.48,88.7,79.1,17.2,36.8,7.39,Millets,3218.1
2023,West Bengal,West_D65,1224.7,35.01,68.9,99.1,62.7,,6.03,Sugarcane,79085.4
2021,Telangana,Telangana_D121,937.5,30.14,81.2,77.0,26.8,56.9,6.56,Rice,3666.5
2021,Odisha,Odisha_D119,1445.0,28.11,71.4,85.4,32.5,33.1,6.62,Maize,4832.2
2020,Telangana,Telangana_D54,1122.1,26.34,48.2,92.8,0.0,8.1,5.45,Cotton,2162.0
2021,Haryana,Haryana_D85,1022.2,32.69,70.6,43.3,0.0,52.3,6.71,Millets,2775.5
2022,Tamil Nadu,Tamil_D35,981.6,23.81,74.1,99.1,58.9,22.3,6.11,Maize,4420.2
2021,Tamil Nadu,Tamil_D43,954.4,29.68,75.1,121.4,29.5,68.9,5.81,Wheat,4519.5
2023,Chhattisgarh,Chhattisgarh_D135,1251.2,27.15,86.7,109.2,17.9,43.3,,Cotton,2399.1
2021,Andhra Pradesh,Andhra_D122,840.2,25.95,65.0,145.3,19.4,73.7,7.06,Cotton,2395.1
2023,Assam,Assam_D3,1279.8,25.89,,44.7,33.9,,6.82,Millets,3411.1
2023,Haryana,Haryana_D82,,32.22,92.7,135.9,34.1,70.2,4.78,Cotton,2147.8
2022,Bihar,Bihar_D107,942.2,19.51,64.5,139.6,20.4,62.4,5.7,Pulses,2792.8
2021,Bihar,Bihar_D46,776.8,,74.3,56.5,33.7,17.1,6.45,Rice,3130.6
2021,Jharkhand,Jharkhand_D39,780.5,31.1,72.4,82.0,18.6,22.3,6.4,Sugarcane,79233.3
2024,Chhattisgarh,Chhattisgarh_D121,1027.6,27.15,48.6,16.3,36.4,31.6,6.18,Cotton,2377.7
2024,Telangana,Telangana_D18,1305.2,26.05,93.4,55.9,52.4,31.4,5.77,Cotton,2672.5
2020,Tamil Nadu,Tamil_D2,1101.8,26.96,75.9,,23.2,32.6,5.67,Sugarcane,72948.0
2023,Kerala,Kerala_D80,614.2,28.94,80.8,89.1,31.7,60.6,5.9,Maize,4290.3
2022,Karnataka,Karnataka_D49,260.4,31.94,90.5,31.6,24.1,85.5,5.86,Oilseeds,2429.2
2024,Chhattisgarh,Chhattisgarh_D52,1195.9,28.94,69.6,39.2,0.0,17.7,6.1,Maize,4467.2
2021,Haryana,Haryana_D25,1973.2,28.11,80.6,54.2,48.0,60.3,5.58,Millets,3708.0
2020,Gujarat,Gujarat_D138,789.7,27.11,74.3,23.3,19.2,62.3,,Millets,
2022,Chhattisgarh,Chhattisgarh_D118,,,83.6,44.2,20.7,21.8,6.95,Wheat,4330.2
2021,Bihar,Bihar_D85,1228.2,,66.2,,38.9,20.9,6.62,Wheat,4900.9
2021,Telangana,Telangana_D25,555.6,31.4,95.4,51.6,64.3,56.6,4.9,Cotton,2179.4
2023,Gujarat,Gujarat_D16,,28.89,54.8,136.8,44.5,18.0,5.66,Millets,3628.1
2023,Telangana,Telangana_D120,,30.31,92.5,,25.6,71.9,6.79,Pulses,2853.6
2024,Kerala,Kerala_D41,889.4,30.24,,102.6,44.3,37.3,6.52,Millets,3422.4
2024,Odisha,Odisha_D18,590.4,29.45,76.5,66.6,40.2,71.6,7.12,Maize,4269.2
2021,Telangana,Telangana_D90,1252.8,30.48,70.8,23.3,27.9,98.9,6.61,Pulses,2598.4
2021,Chhattisgarh,Chhattisgarh_D144,722.3,23.58,92.4,157.7,49.4,49.9,6.54,Cotton,2735.3
2024,Karnataka,Karnataka_D58,1183.7,29.27,85.9,,45.5,46.4,7.27,Groundnut,
2024,Bihar,Bihar_D89,1059.6,28.81,59.3,91.9,66.1,2.8,7.09,Groundnut,3125.4
2021,Gujarat,Gujarat_D4,1416.6,32.29,80.1,98.1,22.9,57.7,6.47,Rice,3788.8
2022,Karnataka,Karnataka_D50,963.6,12.52,68.0,0.0,31.4,25.3,7.19,Pulses,1827.4
2021,Assam,Assam_D71,2146.5,36.56,78.2,25.4,63.5,,7.56,Maize,4017.5
2022,Tamil Nadu,Tamil_D73,1122.0,30.39,80.8,107.1,,31.0,6.1,Pulses,2798.5
2022,Tamil Nadu,Tamil_D110,958.5,28.02,59.7,97.9,23.4,71.1,5.84,Sugarcane,85664.8
2021,Andhra Pradesh,Andhra_D150,744.4,23.19,50.6,83.0,25.1,10.7,4.64,Millets,2612.8
2020,Tamil Nadu,Tamil_D79,1250.7,25.83,63.0,110.0,33.7,80.8,6.95,Millets,3447.5
2024,Odisha,Odisha_D95,753.4,28.39,90.5,80.8,48.1,90.3,6.05,Pulses,3027.0
2023,Gujarat,Gujarat_D104,590.3,33.68,73.6,44.5,40.8,86.4,7.26,Rice,3202.6
2021,West Bengal,West_D66,712.5,33.1,90.9,111.6,,21.2,6.09,Cotton,2011.1
2022,Uttar Pradesh,Uttar_D144,823.1,29.47,98.2,11.5,36.8,64.7,6.39,Cotton,2235.6
2021,Karnataka,Karnataka_D139,1799.9,29.92,73.8,,50.3,68.0,6.99,Maize,4776.6
2024,West Bengal,West_D52,1017.0,27.8,79.1,121.9,,20.5,4.93,Wheat,4765.9
2022,Haryana,Haryana_D20,635.6,22.94,84.4,114.8,81.2,,6.78,Rice,3457.9
2023,Gujarat,Gujarat_D40,1335.5,23.87,41.2,101.3,,32.3,6.22,Jute,3606.3
2023,Andhra Pradesh,Andhra_D27,975.4,,62.1,166.0,0.6,59.8,6.37,Pulses,2643.6
2023,Telangana,Telangana_D56,1417.9,29.83,71.1,89.6,30.3,,,Oilseeds,2967.2
2020,Andhra Pradesh,Andhra_D72,1664.7,24.53,88.2,78.1,22.8,2.1,6.2,Millets,3611.5
2022,Telangana,Telangana_D46,303.3,23.97,49.9,145.1,23.2,67.3,5.81,Jute,3351.1
2022,Chhattisgarh,Chhattisgarh_D68,150.0,,83.0,105.1,27.4,38.0,6.72,Rice,3297.3
2020,Gujarat,Gujarat_D145,1696.6,25.8,63.9,79.4,44.4,46.1,6.09,Rice,3845.1
2022,Odisha,Odisha_D27,625.1,,79.9,106.8,19.9,48.9,6.05,Cotton,2392.1
2020,Andhra Pradesh,Andhra_D33,220.6,28.37,66.1,108.9,26.1,37.5,6.14,Oilseeds,2537.7
2021,Uttar Pradesh,Uttar_D134,690.1,29.71,67.8,61.4,0.0,0.0,6.97,Sugarcane,67122.0
2024,Haryana,Haryana_D99,513.0,22.59,64.4,32.5,0.0,45.9,6.06,Jute,
2023,Andhra Pradesh,Andhra_D85,591.0,25.65,66.1,72.4,40.5,11.0,7.73,Maize,3717.0
2020,Bihar,Bihar_D148,1242.3,29.92,90.0,191.8,41.9,98.5,4.83,Rice,3610.9
2020,Odisha,Odisha_D71,756.2,33.3,56.2,176.7,31.1,18.0,6.27,Maize,4088.5
2020,Andhra Pradesh,Andhra_D122,252.9,28.17,50.8,56.4,59.2,95.7,6.72,Rice,3272.6
2021,Uttar Pradesh,Uttar_D54,913.0,24.96,53.9,62.2,36.4,66.5,6.33,Wheat,4688.9
2020,Uttar Pradesh,Uttar_D44,559.5,23.68,,91.5,0.0,44.9,5.11,Jute,
2024,Telangana,Telangana_D1,800.3,26.99,69.8,67.2,46.5,23.6,6.54,Wheat,4431.3
2024,Haryana,Haryana_D60,823.2,26.85,74.2,157.9,0.0,46.6,5.61,Cotton,2375.8
2023,Karnataka,Karnataka_D56,1238.2,18.37,,80.3,65.5,40.9,5.92,Cotton,2427.3
2021,Gujarat,Gujarat_D24,697.8,20.21,,67.9,57.8,34.3,6.05,Oilseeds,2875.5
2024,Haryana,Haryana_D38,1179.1,17.86,99.0,,69.9,,6.32,Rice,3036.3
2022,Uttar Pradesh,Uttar_D37,262.0,27.06,80.7,165.8,53.4,31.2,6.76,Millets,3156.5
2022,Odisha,Odisha_D43,1259.5,31.21,60.2,,48.5,73.3,7.01,Pulses,2710.8
2022,Chhattisgarh,Chhattisgarh_D122,1419.6,30.65,71.5,97.4,56.9,25.3,5.36,Jute,3395.0
2020,Uttar Pradesh,Uttar_D1,807.9,,87.8,113.3,34.1,95.0,5.89,Sugarcane,73350.0
2020,Uttar Pradesh,Uttar_D83,572.6,23.33,63.4,83.7,7.8,96.2,4.82,Oilseeds,2560.4
2022,Punjab,Punjab_D20,469.0,21.79,,64.3,46.8,40.8,6.27,Groundnut,3338.8
2023,Bihar,Bihar_D14,889.8,27.36,65.2,74.9,56.5,43.5,5.88,Wheat,4896.4
2023,Telangana,Telangana_D36,1386.4,30.7,88.8,112.7,61.4,0.0,7.15,Pulses,2741.3
